date,cy_date,year,month_name,date_yy_mmm
05-04-2020,01-04-2020,2020,April,20-Apr\r
06-04-2020,01-04-2020,2020,April,20-Apr\r
07-04-2020,01-04-2020,2020,April,20-Apr\r
08-04-2020,01-04-2020,2020,April,20-Apr\r
09-04-2020,01-04-2020,2020,April,20-Apr\r
10-04-2020,01-04-2020,2020,April,20-Apr\r
11-04-2020,01-04-2020,2020,April,20-Apr\r
12-04-2020,01-04-2020,2020,April,20-Apr\r
13-04-2020,01-04-2020,2020,April,20-Apr\r
14-04-2020,01-04-2020,2020,April,20-Apr\r
15-04-2020,01-04-2020,2020,April,20-Apr\r
16-04-2020,01-04-2020,2020,April,20-Apr\r
17-04-2020,01-04-2020,2020,April,20-Apr\r
18-04-2020,01-04-2020,2020,April,20-Apr\r
19-04-2020,01-04-2020,2020,April,20-Apr\r
20-04-2020,01-04-2020,2020,April,20-Apr\r
21-04-2020,01-04-2020,2020,April,20-Apr\r
22-04-2020,01-04-2020,2020,April,20-Apr\r
23-04-2020,01-04-2020,2020,April,20-Apr\r
24-04-2020,01-04-2020,2020,April,20-Apr\r
25-04-2020,01-04-2020,2020,April,20-Apr\r
26-04-2020,01-04-2020,2020,April,20-Apr\r
27-04-2020,01-04-2020,2020,April,20-Apr\r
28-04-2020,01-04-2020,2020,April,20-Apr\r
29-04-2020,01-04-2020,2020,April,20-Apr\r
30-04-2020,01-04-2020,2020,April,20-Apr\r
01-05-2020,01-05-2020,2020,May,20-May\r
02-05-2020,01-05-2020,2020,May,20-May\r
03-05-2020,01-05-2020,2020,May,20-May\r
04-05-2020,01-05-2020,2020,May,20-May\r
05-05-2020,01-05-2020,2020,May,20-May\r
06-05-2020,01-05-2020,2020,May,20-May\r
07-05-2020,01-05-2020,2020,May,20-May\r
08-05-2020,01-05-2020,2020,May,20-May\r
09-05-2020,01-05-2020,2020,May,20-May\r
10-05-2020,01-05-2020,2020,May,20-May\r
11-05-2020,01-05-2020,2020,May,20-May\r
12-05-2020,01-05-2020,2020,May,20-May\r
13-05-2020,01-05-2020,2020,May,20-May\r
14-05-2020,01-05-2020,2020,May,20-May\r
15-05-2020,01-05-2020,2020,May,20-May\r
16-05-2020,01-05-2020,2020,May,20-May\r
17-05-2020,01-05-2020,2020,May,20-May\r
18-05-2020,01-05-2020,2020,May,20-May\r
19-05-2020,01-05-2020,2020,May,20-May\r
20-05-2020,01-05-2020,2020,May,20-May\r
21-05-2020,01-05-2020,2020,May,20-May\r
22-05-2020,01-05-2020,2020,May,20-May\r
23-05-2020,01-05-2020,2020,May,20-May\r
24-05-2020,01-05-2020,2020,May,20-May\r
25-05-2020,01-05-2020,2020,May,20-May\r
26-05-2020,01-05-2020,2020,May,20-May\r
27-05-2020,01-05-2020,2020,May,20-May\r
28-05-2020,01-05-2020,2020,May,20-May\r
29-05-2020,01-05-2020,2020,May,20-May\r
30-05-2020,01-05-2020,2020,May,20-May\r
31-05-2020,01-05-2020,2020,May,20-May\r
01-06-2020,01-06-2020,2020,June,20-Jun\r
02-06-2020,01-06-2020,2020,June,20-Jun\r
03-06-2020,01-06-2020,2020,June,20-Jun\r
04-06-2020,01-06-2020,2020,June,20-Jun\r
05-06-2020,01-06-2020,2020,June,20-Jun\r
06-06-2020,01-06-2020,2020,June,20-Jun\r
07-06-2020,01-06-2020,2020,June,20-Jun\r
08-06-2020,01-06-2020,2020,June,20-Jun\r
09-06-2020,01-06-2020,2020,June,20-Jun\r
10-06-2020,01-06-2020,2020,June,20-Jun\r
11-06-2020,01-06-2020,2020,June,20-Jun\r
12-06-2020,01-06-2020,2020,June,20-Jun\r
13-06-2020,01-06-2020,2020,June,20-Jun\r
14-06-2020,01-06-2020,2020,June,20-Jun\r
15-06-2020,01-06-2020,2020,June,20-Jun\r
16-06-2020,01-06-2020,2020,June,20-Jun\r
17-06-2020,01-06-2020,2020,June,20-Jun\r
18-06-2020,01-06-2020,2020,June,20-Jun\r
19-06-2020,01-06-2020,2020,June,20-Jun\r
20-06-2020,01-06-2020,2020,June,20-Jun\r
21-06-2020,01-06-2020,2020,June,20-Jun\r
22-06-2020,01-06-2020,2020,June,20-Jun\r
23-06-2020,01-06-2020,2020,June,20-Jun\r
24-06-2020,01-06-2020,2020,June,20-Jun\r
25-06-2020,01-06-2020,2020,June,20-Jun\r
26-06-2020,01-06-2020,2020,June,20-Jun\r
27-06-2020,01-06-2020,2020,June,20-Jun\r
28-06-2020,01-06-2020,2020,June,20-Jun\r
29-06-2020,01-06-2020,2020,June,20-Jun\r
30-06-2020,01-06-2020,2020,June,20-Jun\r
